"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","$A-20 campos-1","$AC-20 campos-1","$A-Rule_ID-1","$A-20 campos-2","$AC-20 campos-2","$A-Rule_ID-2","$A-20 campos-3","$AC-20 campos-3","$A-Rule_ID-3"
"11357.00","35.675","7371.693","CO","0.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11411.00","43.535","7699.272","SE","1.00","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",,,,,,,,,
"11419.00","24.89","7351.665","S","1.00","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",,,,,,,,,
"11434.00","60.005","7545.71","CO","0.00","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","Seguro Residencial","0.811143","22",,,,,,
"11466.00","54.186","8466.713","SE","1.00","1","1","1","1","0","0","0","0","1","1","0","1","1","1","1","1","0","0","1","0",,,,,,,,,
"11467.00","39.098","7978.177","SE","0.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11473.00","28.406","6919.822","NE","0.00","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11485.00","34.554","6994.72","S","0.00","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11510.00","46.811","9189.913","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,
"11513.00","25.717","7431.026","SE","1.00","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0",,,,,,,,,
"11522.00","62.763","7970.794","CO","1.00","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11525.00","18.299","7783.096","NE","0.00","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",,,,,,,,,
"11550.00","46.383","7022.708","SE","0.00","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","1","1","Emprestimo _limite_especial","0.972733","14",,,,,,
"11559.00","21.996","7982.796","SE","0.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11559.00","21.996","7982.796","SE","0.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11559.00","21.996","7982.796","SE","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11559.00","22.102","6974.559","SE","0.00","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11559.00","21.996","7982.796","SE","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11559.00","22.102","6974.559","SE","0.00","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11559.00","22.102","6974.559","SE","0.00","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11559.00","22.102","6974.559","SE","0.00","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11562.00","33.45","7499.835","S","1.00","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1",,,,,,,,,
"11573.00","49.978","5849.368","CO","0.00","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.822053","45","Investimento LCI","0.819812","42","Investimento Poupanca","0.814433","47"
"11574.00","31.097","8599.357","NE","1.00","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11587.00","25.291","8065.671","NE","1.00","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","seguro auto","0.987231","69",,,,,,
"11597.00","22.247","7885.496","S","0.00","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","Investimento CDB","0.89923","131","seguro vida PF","0.889935","34","seguro auto","0.887013","50"
"11640.00","24.365","7328.784","SE","0.00","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11642.00","28.137","6658.651","SE","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11675.00","38.29","7210.389","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,
"11680.00","51.941","7765.781","CO","1.00","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1",,,,,,,,,
"11681.00","37.17","6599.063","SE","1.00","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","seguro vida PF","0.950225","26","seguro vida Emp","0.944348","48",,,
"11694.00","46.079","7647.946","CO","1.00","1","1","1","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.936655","62","Investimento Poupanca","0.845552","65","Investimento LCA","0.802847","59"
"11697.00","56.056","7156.188","SE","0.00","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",,,,,,,,,
"11707.00","22.456","7732.305","S","1.00","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","1","1","1","1","Investimento Poupanca","0.855811","66","Investimento LCA","0.805595","60",,,
"11712.00","33.451","7534.077","S","1.00","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","Investimento LCI","0.986975","129","Investimento CDB","0.87515","122",,,
"11712.00","38.527","7399.405","SE","0.00","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","Investimento LCI","0.986975","129","Investimento CDB","0.87515","122",,,
"11712.00","33.451","7534.077","S","1.00","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","Investimento LCI","0.986975","129","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10"
"11712.00","33.451","7534.077","S","1.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"11712.00","38.527","7399.405","SE","0.00","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","Investimento LCI","0.986975","129","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10"
"11712.00","38.527","7399.405","SE","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"11712.00","38.527","7399.405","SE","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10",,,
"11712.00","33.451","7534.077","S","1.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10",,,
"11713.00","35.85","7983.537","SE","1.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11741.00","32.856","6457.755","SE","1.00","0","0","0","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","1","Emprestimo _pessoal","0.822238","18","Emprestimo _limite_especial","0.816572","16",,,
"11743.00","39.092","7403.815","SE","1.00","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.928339","84","Investimento Fundos_cambiais","0.912595","89",,,
"11755.00","30.228","8435.238","NE","0.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11761.00","29.93","8079.505","NE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11791.00","34.853","7619.444","CO","1.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11797.00","40.695","7168.985","SE","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11806.00","55.572","7739.06","CO","1.00","0","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",,,,,,,,,
"11807.00","56.235","6101.258","CO","1.00","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0",,,,,,,,,
"11811.00","36.769","7943.447","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11839.00","18.555","8075.929","CO","1.00","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","Investimento Fundos_commodities","0.819101","124","Investimento LCI","0.810674","120",,,
"11858.00","45.524","7533.692","SE","0.00","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","Investimento LCI","0.855166","40","Investimento Fundos_cambiais","0.845941","44","Investimento Poupanca","0.83441","46"
"11862.00","42.224","7466.155","SE","1.00","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","Investimento Fundos_commodities","0.861494","99","Investimento LCI","0.856418","93","Investimento Poupanca","0.830312","100"
"11863.00","29.252","7442.138","SE","1.00","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","seguro vida Emp","0.984358","67",,,,,,
"11877.00","46.977","4567.741","CO","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11889.00","79.908","8182.324","SE","1.00","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","1","Investimento LCI","0.935174","106","Investimento CDB","0.87515","122",,,
"11894.00","52.577","6800.695","NE","1.00","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","Investimento LCI","0.940767","109","Investimento CDB","0.87515","122","Investimento LCA","0.840717","98"
"11915.00","39.118","7108.218","CO","1.00","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.936655","62","Investimento Poupanca","0.845552","65","Investimento LCA","0.802847","59"
"11916.00","47.247","5767.043","SE","1.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11917.00","37.474","7306.888","SE","1.00","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,
"11925.00","18.421","6612.671","SE","0.00","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","Investimento Fundos_commodities","0.819101","124","Investimento LCI","0.810674","120",,,
"11926.00","41.648","7436.367","NE","0.00","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1",,,,,,,,,
"11947.00","38.619","6958.842","SE","0.00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"11966.00","51.102","6105.159","N","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Investimento CDB","0.834699","2","Investimento Fundos","0.803279","1",,,
"11996.00","48.731","7016.799","CO","0.00","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","Emprestimo _pessoal","0.822238","18","Emprestimo _limite_especial","0.816572","16",,,
"11998.00","53.597","6960.231","SE","0.00","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0",,,,,,,,,
"11999.00","20.761","8907.99","SE","0.00","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",,,,,,,,,
"12015.00","28.404","9195.165","SE","0.00","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","Investimento CDB","0.879625","23","Emprestimo _educacao","0.801184","8",,,
"12019.00","34.084","7518.448","S","1.00","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"12021.00","46.443","7440.388","SE","0.00","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","Seguro Residencial","0.811143","22",,,,,,
"12023.00","20.345","7508.595","SE","1.00","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","Investimento Fundos_cambiais","0.915148","110",,,,,,
"12036.00","57.932","7110.461","SE","1.00","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0",,,,,,,,,
"12044.00","35.552","7853.079","CO","1.00","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12054.00","30.25","8273.248","SE","1.00","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","1","1","1","Investimento LCI","0.849805","117","Investimento Fundos_cambiais","0.849155","125",,,
"12056.00","33.824","7393.001","SE","1.00","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","Investimento CDB","0.834699","2","Investimento Fundos","0.803279","1",,,
"12058.00","42.943","7217.78","CO","1.00","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"12087.00","53.257","7501.837","N","0.00","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","Investimento Fundos_commodities","0.819101","124","Investimento LCI","0.810674","120",,,
"12092.00","35.683","8304.062","S","1.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12098.00","20.514","7841.066","SE","1.00","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","Seguro Residencial","0.871907","4","seguro vida Emp","0.822707","5","seguro auto","0.813974","3"
"12109.00","46.197","6413.481","S","1.00","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","1","Emprestimo _pessoal","0.850508","19","Emprestimo _consignado","0.83672","17",,,
"12115.00","49.237","7196.688","SE","1.00","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","Seguro Residencial","0.871907","4","seguro vida Emp","0.822707","5","seguro auto","0.813974","3"
"12128.00","36.112","7716.435","SE","0.00","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","Investimento Fundos_commodities","0.936655","62","Investimento Poupanca","0.845552","65","Investimento LCA","0.802847","59"
"12145.00","30.766","7218.712","NE","1.00","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",,,,,,,,,
"12146.00","50.773","8693.811","N","1.00","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",,,,,,,,,
"12147.00","55.336","6731.068","N","0.00","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"12153.00","43.511","7049.627","CO","0.00","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Investimento Fundos_cambiais","0.930705","104","Investimento CDB","0.875149","113",,,
"12181.00","36.942","9447.29","SE","0.00","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12189.00","40.161","7414.10","SE","1.00","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0",,,,,,,,,
"12203.00","34.221","6272.078","N","0.00","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"12204.00","21.132","8593.816","S","0.00","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"12229.00","27.063","7748.65","NE","0.00","0","0","1","0","1","1","1","0","1","0","0","0","0","1","0","0","1","1","1","1","Seguro Residencial","0.882474","35","Investimento LCA","0.882011","130","seguro vida Emp","0.828179","37"
"12260.00","45.60","7228.429","SE","1.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12263.00","44.884","7741.137","NE","1.00","1","1","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","1","1","0","Seguro Residencial","0.954096","102","seguro vida PF","0.949859","76","Investimento LCI","0.945274","85"
"12268.00","50.604","7978.444","CO","0.00","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"12269.00","22.301","8110.798","NE","1.00","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12276.00","27.897","7407.138","CO","1.00","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12279.00","46.257","8256.969","S","0.00","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1",,,,,,,,,
"12325.00","49.969","6742.149","S","1.00","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0",,,,,,,,,
"12337.00","21.574","8479.766","CO","0.00","0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","Investimento Fundos_commodities","0.991672","128",,,,,,
"12349.00","48.031","6567.251","SE","0.00","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"12351.00","25.674","6751.611","S","1.00","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12366.00","29.11","7084.993","SE","0.00","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"12368.00","50.373","6719.794","SE","1.00","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","0",,,,,,,,,
"12371.00","46.875","6390.458","SE","0.00","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1",,,,,,,,,
"12399.00","26.896","6209.709","CO","1.00","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12409.00","58.115","7421.537","NE","1.00","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12411.00","61.443","8096.171","SE","0.00","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","1","Investimento Fundos_cambiais","0.930705","104","Investimento CDB","0.875149","113","Investimento Poupanca","0.853418","64"
"12423.00","20.213","5815.023","NE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"12424.00","28.619","7684.901","SE","1.00","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0",,,,,,,,,
"12430.00","20.409","6706.926","CO","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"12444.00","25.572","6570.155","NE","1.00","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"12486.00","33.478","8531.519","SE","1.00","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"12492.00","42.383","7124.522","NE","0.00","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","Investimento CDB","0.834699","2","Investimento Fundos_commodities","0.83139","39","Investimento Poupanca","0.826009","43"
"12511.00","21.356","7950.871","SE","0.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12514.00","23.78","8822.106","SE","1.00","1","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1",,,,,,,,,
"12531.00","51.567","8308.98","SE","1.00","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","Investimento CDB","0.879625","23","Emprestimo _educacao","0.801184","8",,,
"12540.00","37.384","7814.038","SE","1.00","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0",,,,,,,,,
"12541.00","30.502","6436.225","SE","1.00","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Investimento LCI","0.940767","109","Investimento LCA","0.840717","98",,,
"12557.00","41.513","7548.61","N","0.00","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"12568.00","38.089","7460.087","NE","0.00","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"12569.00","42.473","6201.457","SE","0.00","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1",,,,,,,,,
"12583.00","35.781","8745.97","SE","1.00","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",,,,,,,,,
"12585.00","46.614","8142.457","NE","0.00","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12587.00","45.484","6767.072","NE","1.00","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","Investimento CDB","0.803087","54",,,,,,
"12587.00","44.414","8456.803","S","0.00","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","1","0","0","0","1","Investimento CDB","0.804809","21",,,,,,
"12587.00","45.484","6767.072","NE","1.00","0","1","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","0","0","1","Seguro Residencial","0.811143","22","Investimento CDB","0.804809","21",,,
"12587.00","45.484","6767.072","NE","1.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"12587.00","44.414","8456.803","S","0.00","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","Investimento CDB","0.804809","21",,,,,,
"12587.00","44.414","8456.803","S","0.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"12587.00","45.484","6767.072","NE","1.00","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","Seguro Residencial","0.811143","22","Investimento CDB","0.804809","21",,,
"12587.00","44.414","8456.803","S","0.00","1","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","Investimento CDB","0.803087","54",,,,,,
"12589.00","40.407","8602.352","SE","0.00","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"12618.00","31.865","8152.35","SE","1.00","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","1","Emprestimo _limite_especial","0.972733","14","Investimento CDB","0.89923","131",,,
"12636.00","44.689","8499.364","S","1.00","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12638.00","49.652","15500.00","SE","0.00","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1","1","seguro vida PF","0.894459","79","seguro auto","0.891161","103",,,
"12662.00","44.018","6732.471","SE","1.00","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","Investimento CDB","0.834699","2","Seguro Residencial","0.811143","22","Investimento Fundos","0.803279","1"
"12677.00","52.83","7379.032","S","0.00","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","0","Investimento Fundos_commodities","0.831425","116","Investimento Fundos_cambiais","0.820611","121",,,
"12683.00","40.392","8149.25","SE","0.00","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Seguro Residencial","0.871907","4","seguro vida Emp","0.822707","5","seguro auto","0.813974","3"
"12685.00","55.083","7579.469","CO","1.00","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"12700.00","35.984","6985.551","SE","1.00","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","Investimento Fundos_commodities","0.928339","84","Investimento Fundos_cambiais","0.912595","89","seguro vida PF","0.889935","34"
"12719.00","24.988","8255.849","SE","1.00","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0",,,,,,,,,
"12723.00","50.739","8682.602","NE","1.00","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",,,,,,,,,
"12732.00","42.452","8503.77","NE","1.00","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","Investimento Fundos_commodities","0.853232","114","Investimento Fundos_cambiais","0.840419","119",,,
"12753.00","39.431","8007.585","SE","1.00","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12760.00","36.992","7837.957","SE","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12760.00","36.992","7837.957","SE","1.00","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1",,,,,,,,,
"12760.00","36.992","7837.957","SE","1.00","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"12760.00","36.992","7837.957","SE","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12760.00","27.327","7954.049","CO","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12760.00","27.327","7954.049","CO","1.00","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"12760.00","27.327","7954.049","CO","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12760.00","27.327","7954.049","CO","1.00","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1",,,,,,,,,
"12764.00","43.804","7940.804","CO","0.00","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1",,,,,,,,,
"12768.00","41.928","7948.162","SE","1.00","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",,,,,,,,,
"12815.00","27.886","7848.07","SE","0.00","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1","Investimento CDB","0.974138","55",,,,,,
"12833.00","57.934","7977.905","NE","0.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12836.00","50.793","7699.794","NE","1.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","Investimento CDB","0.89923","131",,,,,,
"12838.00","46.396","7964.259","SE","1.00","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"12852.00","35.305","7967.023","NE","1.00","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0",,,,,,,,,
"12854.00","68.652","7775.941","SE","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12857.00","43.012","6976.506","CO","0.00","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"12858.00","41.919","6669.015","SE","1.00","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","Seguro Residencial","0.871907","4","seguro vida Emp","0.822707","5","Investimento Fundos_commodities","0.819101","124"
"12861.00","30.783","8250.244","SE","1.00","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","Investimento Fundos_commodities","0.861494","99","Investimento LCI","0.856418","93","Investimento Poupanca","0.830312","100"
"12907.00","44.994","6632.361","SE","0.00","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","Emprestimo _pessoal","0.822238","18","Emprestimo _limite_especial","0.816572","16",,,
"12909.00","49.766","7451.319","N","0.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
